year,developer,price
2001,Millenium Project Enterprises,Free to Play
2015,Aleksander Ciesielski,6.99
2015,Substantial,3.99
2015,Axis Game Factory LLC,29.99
2015,Krome Studios,9.99
2015,Robert Dahlenburg,9.99
2015,Krome Studios,6.99
2014,CCCP,4.99
2015,Creative Assembly,7.99
2015,Tindalos Interactive,9.99
2001,Stardock Entertainment,9.99
2015,"Hammerware, s.r.o.",4.99
2015,Talentplace,0.99
2015,Kiritsu Games,7.99
2015,Rob Howland,4.99
2015,Hydezeke,9.99
2015,GameUS Inc.,19.99
2015,"Black Chicken Studios, inc.",24.99
2015,Dovetail Games,19.99
2015,Dreadbit,14.99
2015,"Good Morning, Commander",9.99
2014,Alawar Entertainment,6.99
2015,Capcom,14.99
2015,XLGAMES,Free to Play
2015,Haemimont Games,3.99
2014,Artifex Mundi,9.99
2014,Zeiva Inc,4.99
2015,Idea Factory,6.99
2015,"Case in Point Studios, LLC",5.99
2012,Renegade Sector Games,3.99
2005,House of Tales,14.99
2015,Kidalang,11.99
2015,DL Softworks,9.99
2015,STRIKEWORKS,14.99
2015,Milestone S.r.l.,39.99
2015,Rail Slave Games,4.99
2015,Leslaw Sliwko,19.99
2015,"Blind Mind Studios,Glacicle",24.99
2015,Burnt Fuse,9.99
2013,Glass Bottom Games,4.99
2013,Glass Bottom Games,2.99
2015,Dancing Dragon Games,4.99
2015,Kittehface Software,1.99
2015,Milestone S.r.l.,3.99
2015,"Filip Victor,Valve",Free
2015,MOONSTONE,34.99
2015,Lamplight Studios,4.99
2015,Lamplight Studios,11.99
2015,Timedrop Studios,Free to Play
2015,MAGIX Software GmbH,39.99
2015,"Team NINJA,KOEI TECMO GAMES CO., LTD.",24.99
2015,"Team NINJA,KOEI TECMO GAMES CO., LTD.",Free to Play
2015,"Team NINJA,KOEI TECMO GAMES CO., LTD.",54.99
2015,"Team NINJA,KOEI TECMO GAMES CO., LTD.",64.99
2015,Hyper Hippo Games,Free to Play
2015,Weird and Wry,9.99
2015,"Toadman Interactive,Fatshark",9.99
2015,Fantasy Flight Games,2.99
2015,Michal Brzozowski,14.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,11.99
2014,Fantasy Flight Games,6.99
2015,Dissident Logic,9.99
2015,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",4.99
2017,DistrictTeam,0.99
2010,House of Tales,9.99
2015,RunServer,1.99
2015,FallenMaster,2.99
2015,Sometimes You,0.99
2015,"Thomas Schreiter,Dirk Schreiter,Jörg Winterstein,Peer Draeger,Gereon Bartel",8.99
2015,Daniel Davies,4.99
2015,"Conor Strejcek,Daniel Davies",2.99
2015,VEAO Simulations,39.99
1994,"MicroProse Software, Inc",6.99
1992,"MicroProse Software, Inc",6.99
2015,Croteam,2.99
1988,"MicroProse Software, Inc",6.99
2015,Joycity,Free to Play
2015,reMaginarium,2.99
2003,b-alive gmbh,6.99
2015,b-alive gmbh,5.99
1991,"MicroProse Software, Inc",6.99
2015,"FromSoftware, Inc",39.99
1990,"MicroProse Software, Inc",6.99
2015,Prexen Studios,7.99
2015,Brightrock Games,9.99
2015,GameUS Inc.,19.99
2015,Dovetail Games,19.99
2015,Astrosimer,1.99
2015,Slitherine Ltd.,19.99
2015,Cosmic Logic,1.99
2015,Giants Software,9.99
2015,Digital Confectioners,1.99
2015,Digital Confectioners,1.99
2015,Digital Confectioners,1.99
2015,Brightrock Games,29.99
2015,Digital Confectioners,5.99
2015,Michael Lückgen,1.99
2015,Pepi Games,4.99
2015,Vostok Games,Free to Play
2015,Daybreak Game Company,14.99
2015,Daybreak Game Company,14.99
2015,Vostok Games,9.99
2015,Vostok Games,19.99
2015,Rumpus,5.99
2015,Ars Creativa,0.99
2015,OBLONE Software,1.99
2015,Muteki,9.99
2008,House of Tales,14.99
2015,"SmiteWorks USA, LLC",5.99
2015,"SmiteWorks USA, LLC",4.99
2015,"SmiteWorks USA, LLC",5.99
2015,"SmiteWorks USA, LLC",5.99
2015,"SmiteWorks USA, LLC",5.99
2015,"SmiteWorks USA, LLC",2.99
2015,"SmiteWorks USA, LLC",2.99
2015,"SmiteWorks USA, LLC",29.99
2015,"SmiteWorks USA, LLC",14.99
2015,"SmiteWorks USA, LLC",4.99
2015,"SmiteWorks USA, LLC",4.99
2015,"SmiteWorks USA, LLC",4.99
2015,"SmiteWorks USA, LLC",4.99
2015,"SmiteWorks USA, LLC",4.99
2015,"SmiteWorks USA, LLC",4.99
2015,"SmiteWorks USA, LLC",4.99
2015,"SmiteWorks USA, LLC",4.99
2015,Ubisoft - San Francisco,2.99
2015,"SmiteWorks USA, LLC",4.99
2015,"SmiteWorks USA, LLC",4.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,9.99
2015,Ubisoft - San Francisco,2.99
2015,"Escape Hatch Entertainment,LLC",9.99
2015,"Circle Five Studios,Pub Games",4.99
2015,earrgames,2.99
2015,Aldorlea Games,2.99
2015,"Team NINJA,KOEI TECMO GAMES CO., LTD.",64.99
2015,"Team NINJA,KOEI TECMO GAMES CO., LTD.",74.99
2015,HE SAW,12.99
2015,Bohemia Interactive,11.99
2010,Aldorlea Games,3.99
2015,Dovetail Games,4.99
2015,Windmill Games,4.99
2005,Dark Fox,4.99
2015,Dovetail Games,19.99
2015,Roope Tamminen,9.99
2015,SpookyFish Games,2.99
2016,Creative Assembly,Free to Play
2015,Alda Games,4.99
2015,Fictiorama Studios,19.99
2015,Fictiorama Studios,3.99
2015,Fungameco Ltd,5.99
2015,Choice of Games,4.99
2015,Heart Shaped Games LLC,5.99
2015,Heart Shaped Games LLC,10.99
2011,Winter Wolves,9.99
2014,Sean Davy,2.99
2015,Pixel Theory Games,0.99
2015,Z4G0 and Ivan Venturi Productions,14.99
2015,muvee Technologies,79.99
2013,Alawar Dreamdale,0.99
2015,Donut Games,4.99
2015,Dovetail Games,19.99
2015,Steel Monkeys,1.99
2015,Idea Factory,9.99
2014,"343 Industries,Vanguard Games",2.99
2015,Owl Cave,5.99
2015,Owl Cave,7.99
2015,Haemimont Games,3.99
2015,Ostrich Banditos,14.99
2015,Sinister Design,14.99
2015,Rosebud Games,4.99
2015,Casiualogic,2.99
2015,KillHouse Games,1.99
2015,Insomniac Games,1.99
2015,"AndrewDrumov, Sanke Berdochan",4.99
2015,Stephane Bottin,Free to Play
2015,Jeff Trier,Free to Play
2015,"KOEI TECMO GAMES CO., LTD.",11.99
2015,Tango Gameworks,4.99
2015,Dagestan Technology,6.99
2015,Burrito Studio,4.99
2015,Convoy Games,14.99
2015,Carenado,24.99
2014,Dustin Gunn,3.99
2015,"Flashback Games,The Lordz Games Studio",4.99
2015,Ubisoft - San Francisco,2.99
2015,Nimble Tools,9.99
2015,TreeFortress Games,9.99
2015,Ubisoft - San Francisco,11.99
2015,Supreme Clans Entertainment,9.99
2015,Supreme Clans Entertainment,4.99
2015,TreeFortress Games,3.99
2015,LinkSolutions Ltd.,14.99
2015,Skyhook Games,19.99
2015,Carlo D'Apostoli Projects,4.99
2015,Skyhook Games,4.99
2015,Press Play,9.99
2015,Press Play,3.99
2015,Press Play,3.99
2015,Polar Bunny Ltd,4.99
2015,"Michael J. Moffitt,Julian J. Hammerstein",4.99
2015,Magic Notion,9.99
2015,Bytebin,Free to Play
2015,Pyrodactyl,5.99
2015,NetherRealm Studios,3.99
2015,"Arvi Teikari,Roope Mäkinen",7.99
2015,Hammerspace Games,5.99
2015,Morphodox Studios,9.99
2013,White Cat,15.99
2015,GameUS Inc.,19.99
2015,Thomas Gwaltney,1.99
2015,Eat Create Sleep,10.99
2015,World-Loom,9.99
2015,Brace Yourself Games,14.99
2015,Brace Yourself Games,4.99
2004,G5 Software,3.99
2015,"Daniel Linssen,Detective,Ditto,Glitchnap,Shark Jump Studios",9.99
2015,Blaze Epic,0.99
2015,On The Level Game Studios,0.99
2015,EmpI Studios,4.99
2015,Pepi Games,1.99
2015,Jake Olson,0.99
2015,Blender Foundation,Free
2015,Realmforge Studios,19.99
2015,Thylacine Studios,9.99
2015,Rocket Bear Games,4.99
2015,DreamsSoftGames,3.99
2015,KADOKAWA,19.99
1995,Humongous Entertainment,6.99
1995,Humongous Entertainment,6.99
1995,Humongous Entertainment,6.99
2015,Games With Dragons In,4.99
2015,"Puuba,Christopher Hoag",4.99
2015,Virtual Racing Industries Ltd.,9.99
2015,Virtual Racing Industries Ltd.,9.99
2015,Virtual Racing Industries Ltd.,9.99
2015,Nihon Falcom,19.99
2015,Rob Howland,4.99
2015,Virtual Racing Industries Ltd.,9.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Tigerish Games,Free to Play
2015,Ubisoft - San Francisco,7.99
2015,Ubisoft - San Francisco,2.99
2015,"Cliffhanger Productions,Catalyst Games Lab",19.99
2015,David O'Boyle,2.99
2015,Dangerous Derk Interactive,12.99
2015,Dagestan Technology,3.99
2015,John Wizard,4.99
2015,Carenado,24.99
2013,Home Groan Games,5.99
2015,Vectorpark,4.99
2015,Team Isolation,1.99
2015,Only Human Studios,0.99
2015,"CS Squared Games,Among Giants",4.99
2015,REEW GAMES,4.99
2015,Choice of Games,5.99
2015,Samurai Punk,9.99
2015,Erik Asmussen,4.99
2015,Bittersweet Entertainment,14.99
2015,Tyler Warren,7.99
2015,Sherman3D,9.99
2015,PVGames,29.99
2015,Joel Steudler,9.99
2015,Ubisoft - San Francisco,11.99
1994,JAM Productions,4.99
1993,JAM Productions,4.99
2015,"Bluehole, Inc.",Free to Play
2015,nornware AB,4.99
2015,"Bluehole Studio,En Masse Entertainment",9.99
2015,"Bluehole Studio,En Masse Entertainment",19.99
2015,"Bluehole Studio,En Masse Entertainment",14.99
2015,"Bluehole Studio,En Masse Entertainment",59.99
2015,Digital Entertainment,1.99
2015,Double Fine Productions,9.99
2014,devFluid,1.99
2015,Basecamp Games,4.99
2015,Basecamp Games,7.99
2015,David Szymanski,4.99
2015,CAVYHOUSE,9.99
2015,SCS Software,1.99
2015,"Jeroen van Oosten,Milan Kazarka",5.99
2014,Kinelco &amp; Lone Elk Creative,9.99
2015,Interplay Entertainment Corp.,9.99
2015,Interplay Entertainment Corp.,9.99
2011,ValuSoft,9.99
2015,Chimera Entertainment,4.99
2015,Lupiesoft,4.99
2015,Holgersson Entertainment,2.99
2015,Lupiesoft,1.99
2015,Estelion,4.99
2015,Celeris,24.99
2015,Seaven Studio,14.99
2015,RageSquid,14.99
2015,RageSquid,4.99
2015,ValuSoft,9.99
2015,TCHOW,7.99
2015,NetherRealm Studios,3.99
2015,Aerosoft GmbH,24.99
2015,Conflux Games,2.99
2015,Tasharen Entertainment Inc.,9.99
2015,Emad,Free
2015,Matt Thorson,9.99
2015,Aldorlea Games,4.99
2015,"ElevenSeventy, LLC",2.99
2015,Question,4.99
2015,Thomas Happ Games LLC,9.99
2015,Playsaurus,Free to Play
2015,"Blubox Soft,Fernando Paulo",3.99
2015,Stardock Entertainment,29.99
2015,YGGDRASIL STUDIO,14.99
2015,N3V Games,39.99
2015,Henchman &amp; Goon,0.99
2015,Absolutist Ltd.,6.99
2015,Serenity Forge,9.99
2015,Modesto A. Rabena,0.99
2015,Crashable Studios,4.99
2015,Anarchy Enterprises,1.99
2015,FiolaSoft Studio,0.99
2015,FiolaSoft Studio,4.99
2015,InterAction studios,2.99
2011,"Relic Entertainment,Europe at War Development Team",Free
2015,The Pompous Pixel,8.99
2015,Super Icon Ltd,0.99
2015,SOF Studios Ltd,9.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,11.99
2015,The Game Creators,29.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Minor Key Games,17.99
2015,Minor Key Games,6.99
2015,Heliocentric Studios,4.99
2015,tjern,2.99
2015,NeoNight,2.99
2015,Big Green Pillow,9.99
2015,Brandon Brizzi,1.99
2015,Emberheart Games,11.99
2015,Rage Monster Games,4.99
2015,Dovetail Games,39.99
2015,GhostShark,4.99
2015,Dez,14.99
2015,Artur Mandas,5.99
2015,S2 Games,Free to Play
2015,NeocoreGames,14.99
2015,Andrettin,Free to Play
2015,Robot Gentleman,9.99
2015,OM ENTERTAINMENT,6.99
2015,Tango Gameworks,2.99
2015,Forever Entertainment S. A.,4.99
2014,For All To Play,2.99
2015,John Wizard,4.99
2015,Orangepixel,4.99
2015,No Pest Productions,4.99
2015,Global Empire Soft,4.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,7.99
2015,Frogmind,9.99
2015,ACQUIRE Corp.,29.99
2015,Frogmind,2.99
2015,"YOTSUBANE,Adventure Planning Service",7.99
2015,"YOTSUBANE,Adventure Planning Service",0.99
2015,"YOTSUBANE,Adventure Planning Service",5.99
2015,Night Node,1.99
2015,KaleidoGames,6.99
2015,HandMade Game,2.99
2015,Digital Dreams Entertainment LLC,14.99
2015,Tymon Zgainski,4.99
2012,roseVeRte,5.99
2013,"Gregory Avery-Weir,Melissa Avery-Weir",9.99
2015,"AMA,Mando Productions",4.99
2015,Alan Zucconi,9.99
2015,Lucky Pause,14.99
2015,Laughing Jackal LTD,11.99
2015,Bad Seed,6.99
2015,Rival Games Ltd,3.99
2015,Haemimont Games,7.99
2015,"Diggidy.net, LLC",0.99
2015,Hello There AB,2.99
2013,"Sports Mogul, Inc.",4.99
2015,Web Interactive Solutions,11.99
2015,"KOEI TECMO GAMES CO., LTD.",59.99
2015,GameUS Inc.,19.99
2015,GameUS Inc.,19.99
2015,John Wizard,4.99
2015,Giorgi Abelashvili,1.99
2015,Corrosive Studios LLC,9.99
2015,Aldorlea Games,3.99
2015,BeamNG,24.99
2015,House On Fire,9.99
2015,BBQ Games,1.99
2015,Lionheart Creations,24.99
2015,Corrosive Studios LLC,1.99
2015,Corrosive Studios LLC,2.99
2015,Mark Chong,9.99
2015,Coty Getzelman,1.99
2015,Double Fine Productions,19.99
2015,Destructive Creations,8.99
2015,Creoteam,16.99
2015,Digital Dawn Studios,9.99
2015,EZDesigner,2.99
2015,Digital Leisure Inc.,Free to Play
2015,bluffman,6.99
2015,777 Studios,24.99
2015,DiggerWorld Ltd.,9.99
2015,SIM720,16.99
2015,Stamina-Games,9.99
2015,Steel Monkeys,4.99
2015,Fragment Production Ltd.,19.99
2015,Guerrilla Bandit,2.99
2015,Mystik'Art,4.99
2015,dustinaux,4.99
2015,Lionheart Creations,19.99
2015,Radiant Entertainment,24.99
2015,Bluestrike,4.99
2015,Super Icon Ltd,6.99
2015,Russpuppy,2.99
2014,VoxelStorm,9.99
2015,EightyEightGames,4.99
2015,Landon Podbielski,12.99
2015,"Sledgehammer Games,Raven Software",1.99
2015,"Sledgehammer Games,Raven Software",1.99
2015,Shark Punch,19.99
2015,"Sledgehammer Games,Raven Software",1.99
2015,"Sledgehammer Games,Raven Software",1.99
2015,BrashMonkey,12.99
2015,Spectral Games,3.99
2015,Access Games,14.99
2015,Access Games,2.99
2015,Access Games,3.99
2015,Access Games,4.99
2015,Access Games,4.99
2015,Anarchy Enterprises,0.99
2015,Tall Studios,39.99
2015,Makivision Games,4.99
2015,"Vertex Games, S.C.",1.99
2015,"Soloweb Studios,Ravens Eye Studio",4.99
2015,InterAction studios,4.99
2015,Silver Goblet Games,4.99
2015,Paradox Development Studio,5.99
2015,Paradox Development Studio,14.99
2015,"Elias Viglione,Jussi Kukkonen",4.99
2015,Paradox Development Studio,1.99
2015,NetherRealm Studios,3.99
2015,NetherRealm Studios,4.99
2015,Smarter Games,1.99
2015,Ubisoft - San Francisco,2.99
2015,Crispon Games,19.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Rockstar North,99.99
2015,Ubisoft - San Francisco,11.99
2015,Stolen Couch Games,Install Theme
2015,Ubisoft - San Francisco,2.99
2015,Pure FPS,19.99
2015,"TREND, Soft Pro",13.99
2015,"TREND, Soft Pro",13.99
2015,"TREND, Soft Pro",13.99
2015,"Bluehole Inc.,En Masse Entertainment",29.99
2015,Beast Games,9.99
2015,Petroglyph,7.99
2012,Heartbit Interactive,2.99
2015,stillalive studios,1.99
2015,stillalive studios,1.99
2015,"TT Games Ltd,Feral Interactive (Mac)",19.99
2015,stillalive studios,1.99
2015,Orange_Juice,1.99
2015,"CAPCOM Co., Ltd.",2.99
2015,Dolores Entertainment,2.99
2015,DYA Games,0.99
2015,Kobra Studio,14.99
2015,Mr. Blue,Free to Play
2015,rokaplay,6.99
2015,DYA Games,0.89
2015,Doomster Entertainment,0.99
2015,Marcelo Barbosa,0.99
2015,Cliffhanger Productions,19.99
2015,Zoo Corporation,14.99
2015,Dubrovkin Sergei,1.99
2015,SIM720,16.99
2015,Alabeo,19.99
2015,Alabeo,19.99
2015,Dovetail Games,19.99
2015,Dovetail Games,4.99
2015,KarjaSoft,2.99
2013,Zeiva Inc,24.99
2015,From Soy Sauce LLC,5.99
2015,The Quadsphere,4.99
2015,Upper Class Walrus,7.99
2015,GameUS Inc.,19.99
2015,GameUS Inc.,19.99
2015,Dovetail Games,39.99
2015,Guard Crush Games,9.99
2015,Shadow Masters,4.99
2015,Dovetail Games,19.99
2015,Shadow Masters,4.99
2015,Kieffer Bros.,7.99
2015,Capribyte Studios,7.99
2015,"Fancy Bytes, Reactor",3.99
2015,"Fancy Bytes, Reactor",3.99
2015,Diminished Studios,Free to Play
2015,ShaunTWilliams,16.99
2011,Leslaw Sliwko,19.99
2015,FIVE-BN GAMES,6.99
2015,Dingo Dango,2.99
2015,Devdan Games,3.99
2015,Digital Soul Games,9.99
2015,"高考恋爱委员会,Days",2.99
2015,Warfare Studios,9.99
2015,Creobit,2.99
2015,Top3Line,7.99
2015,PlazSoft,4.99
2015,Zhoori Maang Entertainment,8.99
2015,Serious Games Interactive,2.99
2015,Playito.com,4.99
2015,Jan Zizka,8.99
2015,KOG,39.99
2013,Blue Byte,Free to Play
2015,Dovetail Games,4.99
2015,Great War Team,5.99
2013,roseVeRte,8.99
2015,Loomus Games,4.99
2008,Frogames,4.99
2015,"Bit Planet Games, LLC",9.99
2015,RiftyGames,9.99
2015,Nerial,3.99
2015,Access Games,0.99
2015,GamePhase,2.99
2015,Red Dot Games,3.99
2015,"Alawar Stargaze,Alawar Entertainment",6.99
2015,"SmiteWorks USA, LLC",0.99
2015,Polar Bunny Ltd,Third-party
2015,Tim Sullivan,14.99
2015,Ignishot,29.99
2015,Joshua Missile,14.99
2015,Prologue Games,4.99
2015,Ankama Studio,19.99
2015,Peter Gutenko,4.99
2015,Ernő Király,9.99
2015,"SmiteWorks USA, LLC",2.99
2015,Cliffhanger Productions,19.99
2015,"Maciej Targoni,Wojciech Wasiak",0.99
2015,"Maciej Targoni,Wojciech Wasiak",0.99
2015,"Psyonix, Inc.",19.99
2015,Black Shell Games,1.99
2015,Undead Yeti Software,1.99
2015,Alister Software,0.99
2015,John Wizard,4.99
2015,Holotech Studios,14.99
2015,Gamestarters,4.99
2015,Yatagarasu Dev Team,14.99
2015,Random Seed Games,7.99
2015,Random Seed Games,3.99
2015,Cleverweek,3.99
2015,Ubisoft - San Francisco,2.99
2015,Lab Zero Games,1.99
2015,Scarab Entertainment,19.99
2015,Tap To Win,4.99
2015,Aldorlea Games,5.99
2015,yayapipi,1.99
2015,"Codemasters,Feral Interactive (Linux)",39.99
2015,Not Games LLP,0.99
2015,momoStorm Entertainment,Free to Play
2015,Play sp. z o. o.,1.99
2015,Absolutist Ltd.,7.99
2015,InImages,2.99
2015,Gateway Interactive,7.49
2015,Virtual Racing Industries Ltd.,9.99
2015,First Class Simulations,11.99
2015,Juri Schupilo,4.99
2015,Aldorlea Games,4.99
2016,"Ste Curran,Twistplay",9.99
2015,Biart Company LLC,2.99
2015,i273 LLC,4.99
2015,Indomitus Games,5.99
2014,Wickworks,9.99
2015,Pixel Ferrets,14.99
2015,Daylight Studios,14.99
2015,Psikyo,4.99
2015,Arc-gen,5.99
2015,Pixel Ferrets,4.99
2015,Blue Manchu,Free
2015,Studio Bean,9.99
2015,Team17 Digital Ltd,14.99
2015,Soccer Manager Ltd,Free to Play
2015,Decane,4.99
2015,stage-nana,4.99
2015,voodoosoft,1.99
2015,"Toyman Interactive,Alawar Entertainment",7.99
2015,Oryon Entertainment,3.99
2015,Four Lights,9.99
2015,tinyBuild,14.99
2015,MAGICS,Free To Play
2015,APAS games,4.99
2015,Proper Games,4.99
2015,Scary Bee LLC,Free
2015,Alien Sync Interactive,4.99
2015,EyeSpyda Games,0.99
2015,Coldrice Games LLC,9.99
2015,Wild Wolf Std,6.99
2015,Forge Reply srl,8.99
2015,Access Games,1.99
2015,Access Games,0.99
2015,Access Games,0.99
2015,Access Games,0.99
2015,Access Games,1.99
2015,Homph,4.99
2015,The Loneliest Pixel,2.99
2015,Chipzel,7.99
2015,"Jarbit,Castle art by Yuriy Gusev",Free
2015,Team Junkfish,4.99
2015,Aldorlea Games,3.99
2015,Psikyo,4.99
2015,Raven Travel Studios,6.99
2016,HJO Creations,3.99
2015,Black Lime Studio,0.99
2015,Zachtronics,6.99
2015,MobileBits,Free
2015,Igry.ru,6.99
2015,Wacha,Free
2015,Day Dreamer Games,0.5
2014,WTFOMGames,4.99
2015,"CorypheeSoft,DigitalEZ",Play Now
2015,EmpI Studios,2.99
2015,"Mighty Rabbit Studios,Gun Media",9.99
2015,Nexon,18.99
2015,Nexon,24.99
2015,Great War Team,8.99
2015,Slightly Mad Studios,1.99
2015,NetherRealm Studios,3.99
2015,Game Freak,14.99
2015,NetherRealm Studios,4.99
2015,"Psyche Studios,Random Encounter",1.99
2015,Spicy Tails,12.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,11.99
2015,"KOEI TECMO GAMES CO., LTD.",2.99
2015,"KOEI TECMO GAMES CO., LTD.",2.99
2015,"KOEI TECMO GAMES CO., LTD.",2.99
2015,Acquire Corp.,3.99
2015,Acquire Corp.,3.99
2015,Acquire Corp.,3.99
2015,Acquire Corp.,4.99
2015,Acquire Corp.,4.99
2015,Scott Cawthon,7.99
2015,Electric Rune,14.99
2013,yfyx games,0.99
2015,Achebit,9.99
2015,Alexander Byzov,7.99
2015,CPsoft,4.99
2015,Flying Cafe for Semianimals,12.99
2015,Haemimont Games,19.99
2015,Flying Cafe for Semianimals,4.99
2015,Dark Gaia Studios,6.99
2014,"Sports Mogul, Inc.",4.99
2015,"Mido Basim,Danny Wei",9.99
2015,Overcloud9,7.99
2015,Nonlinear,9.99
2015,a REGULAR GAMER,4.99
2015,4-Panel Footprint,14.99
2015,Andrew Hulshult,6.99
2015,Flippfly LLC,1.99
2015,Frontwing,19.99
2015,Cemil Tasdemir,0.99
2015,Benjamin Lapid,9.99
2015,RunServer,1.99
2015,Batholith Entertainment,7.99
2015,RosePortal Games,4.99
2015,FreakZone Games,2.99
2015,Warfare Studios,9.99
2015,Pocket Queries,9.99
2015,Luis Ruiz,4.99
2015,REEW GAMES,13.99
2015,"Polyquest Games,ZXDigital Ltd",3.99
2015,Gneu LLC,14.99
2015,Philippe Forgeur,4.99
2015,Decent Machine,3.99
2013,Forge Reply,9.99
2015,khos85,1.99
2015,Storm in a Teacup,4.99
2015,Stolen Couch Games,Free
2015,Tin Man Games,4.99
2015,Devin Sherry,0.99
2015,Kumobius,4.99
2015,Sirlin Games,14.99
2015,Uppercut Games Pty Ltd,19.99
2015,Uppercut Games Pty Ltd,9.99
2015,"wefiends, Inc.",9.99
2015,"wefiends, Inc.",1.99
2015,"Jeffrey Nordin,Justin Nordin",4.99
2015,Dust Scratch Games,4.99
2015,Eat Create Sleep,1.99
2015,Nicholas Mallory,1.99
2015,Fluffy Kitten Studios,24.99
2015,Fluffy Kitten Studios,89.99
2015,Iris Flight Simulation Software,19.99
2008,"Silverlode Interactive,Wasatch Games",Free
2015,Atomic Planet,4.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,7.99
2015,Ubisoft - San Francisco,2.99
2015,Eat Create Sleep,1.99
2015,"Idea Factory,Compile Heart",29.99
2015,Thinice,4.99
2015,Fancy Fish Games,1.99
2015,Fancy Fish Games,2.99
2015,Zoo Corporation,10.99
2015,Eleon Game Studios,19.99
2015,Serious Games Interactive,2.99
2015,ebi-hime,5.99
2015,ZackBellGames,4.99
2015,"AndrewMD5,Codeusa",9.99
2015,Dark Day Interactive,3.99
2015,ZackBellGames,1.99
2015,the whale husband,Free
2015,ASC Games,4.99
2015,Ekuator Games,12.99
2015,Sledgehammer Games,3.99
2015,"Angels Blue Digital Entertainment,DigitalEZ",4.99
2015,Dead Mage,6.99
2015,Daniel Mercier,0.99
2015,Smit Parmar,2.99
2015,Dead Mage,14.99
2015,Orange_Juice,1.99
2015,iosoftware,2.99
2015,"Chris Christodoulou,Yeti Trunk",4.99
2015,Yeti Trunk,9.99
2015,Adam DeLease,1.99
2015,Roll7,14.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,Ubisoft - San Francisco,2.99
2015,"Signal Studios,Krome Studios",4.99
2015,Cranktrain,9.99
2015,Faris Mohammed,4.99
2015,Cranktrain,1.99
2015,rdt.32,1.99
2015,The SKSE Team,Free
2015,Erwin Wolf,1.99
2015,Team Fractal Alligator,9.99
2015,DanielDavisGames,4.99
2015,Sapphire Dragon Productions,Free to Play
2015,"Psyonix, Inc.",3.99
2015,"Psyonix, Inc.",4.99
2015,Origin8 Technologies Ltd,6.99
2015,Bloober Team SA,14.99
2015,Kerberos Productions Inc.,0.99
2015,Iced Lizard Games,4.99
2015,Labyrinthine,2.99
2015,FSDG Online,16.99
2015,"SmiteWorks USA, LLC",14.99
